"","gene_name","homolog","p"
"13385","Ha412HOChr05g0229811","AT4G09960",7.71e-81
"13386","Ha412HOChr05g0229831","AT5G20890",0
"13387","Ha412HOChr05g0229841","AT1G33970",1.85e-137
"13388","Ha412HOChr05g0229851","AT1G33950",5.09e-08
"13389","Ha412HOChr05g0229901","AT5G02500",0
"13390","Ha412HOChr05g0229921","AT1G44910",3.85e-66
"13391","Ha412HOChr05g0229931","AT1G44910",3.4e-113
"13392","Ha412HOChr05g0229941","AT1G72170",5.55e-32
"13393","Ha412HOChr05g0229951","AT4G00980",7.72e-36
"13394","Ha412HOChr05g0229971","AT4G09160",3.62e-154
"13395","Ha412HOChr05g0229991","AT1G22540",0
"13396","Ha412HOChr05g0230001","AT4G06744",4.05e-150
"13397","Ha412HOChr05g0230011","AT3G14470",5.78e-104
"13398","Ha412HOChr05g0230031","AT3G62690",4.72e-20
"13399","Ha412HOChr05g0230041","AT1G71691",0
"13400","Ha412HOChr05g0230051","AT4G24280",0
"13401","Ha412HOChr05g0230071","AT1G22610",0
"13402","Ha412HOChr05g0230111","AT2G44260",5.83e-148
"13403","Ha412HOChr05g0230131","AT4G08280",1.92e-41
"13404","Ha412HOChr05g0230151","AT1G77720",0
"13405","Ha412HOChr05g0230161","AT1G21760",0
"13406","Ha412HOChr05g0230171","AT3G05270",1.68e-105
"13407","Ha412HOChr05g0230181","AT1G47710",3.81e-70
"13408","Ha412HOChr05g0230191","AT1G47710",5.59e-142
"13409","Ha412HOChr05g0230201","AT1G47710",4.75e-138
"13410","Ha412HOChr05g0230211","AT4G08320",3.3e-102
"13411","Ha412HOChr05g0230221","AT4G15770",2.3e-112
"13412","Ha412HOChr05g0230241","AT4G37330",7.43e-148
"13413","Ha412HOChr05g0230251","AT5G56510",1.45e-87
"13414","Ha412HOChr05g0230261","AT2G23090",2.67e-47
"13415","Ha412HOChr05g0230271","AT5G01075",2.12e-07
"13416","Ha412HOChr05g0230301","AT3G19570",1.23e-80
"13417","Ha412HOChr05g0230311","AT1G54730",1.91e-19
"13418","Ha412HOChr05g0230321","AT1G27760",0
"13419","Ha412HOChr05g0230331","AT1G27752",0
"13420","Ha412HOChr05g0230351","AT2G14760",1.03e-55
"13421","Ha412HOChr05g0230371","AT2G15760",1.78e-22
"13422","Ha412HOChr05g0230391","AT5G42690",3.41e-151
"13423","Ha412HOChr05g0230431","AT4G11800",0
"13424","Ha412HOChr05g0230441","AT2G26550",2.94e-95
"13425","Ha412HOChr05g0230471","AT2G26560",4.47e-163
"13426","Ha412HOChr05g0230481","AT3G12580",0
"13427","Ha412HOChr05g0230501","AT3G12580",9.05e-27
"13428","Ha412HOChr05g0230511","AT3G12580",7.07e-172
"13429","Ha412HOChr05g0230521","AT4G37050",5.88e-124
"13430","Ha412HOChr05g0230531","AT3G12580",0
"13431","Ha412HOChr05g0230551","AT4G37070",2.44e-154
"13432","Ha412HOChr05g0230621","AT5G42750",1.55e-21
"13433","Ha412HOChr05g0230631","AT3G18800",6.45e-85
"13434","Ha412HOChr05g0230651","AT5G42380",6.19e-08
"13435","Ha412HOChr05g0230671","AT3G08040",4.71e-09
"13436","Ha412HOChr05g0230681","AT4G33990",1.23e-175
"13437","Ha412HOChr05g0230691","AT2G26510",0
"13438","Ha412HOChr05g0230711","AT1G47710",3.89e-13
"13439","Ha412HOChr05g0230721","AT5G04460",2.87e-10
"13440","Ha412HOChr05g0230741","AT4G26660",8.94e-36
"13441","Ha412HOChr05g0230751","ATMG00860",1.02e-29
"13442","Ha412HOChr05g0230761","ATMG00860",1.43e-28
"13443","Ha412HOChr05g0230771","ATMG00860",1.29e-29
"13444","Ha412HOChr05g0230781","AT2G25240",9.92e-52
"13445","Ha412HOChr05g0230791","AT1G47710",1.5e-145
"13446","Ha412HOChr05g0230801","AT2G25240",9.92e-52
"13447","Ha412HOChr05g0230811","AT1G47710",4.85e-144
"13448","Ha412HOChr05g0230821","AT1G47710",1.3e-39
"13449","Ha412HOChr05g0230841","AT1G47710",3.79e-26
"13450","Ha412HOChr05g0230851","AT1G47710",1.65e-123
"13451","Ha412HOChr05g0230861","AT1G47710",7.26e-142
"13452","Ha412HOChr05g0230881","AT5G35735",3.8e-44
"13453","Ha412HOChr05g0230891","AT4G17280",4.74e-78
"13454","Ha412HOChr05g0230901","AT5G35735",1.02e-62
"13455","Ha412HOChr05g0230911","AT5G35735",2.78e-39
"13456","Ha412HOChr05g0230931","AT1G47710",2.35e-180
"13457","Ha412HOChr05g0230951","AT5G25900",0
"13458","Ha412HOChr05g0230971","AT5G25900",0
"13459","Ha412HOChr05g0231001","AT5G56750",3.44e-27
"13460","Ha412HOChr05g0231021","AT3G54190",4.69e-16
"13461","Ha412HOChr05g0231031","AT4G33580",1.43e-09
"13462","Ha412HOChr05g0231041","AT3G05320",4.14e-180
"13463","Ha412HOChr05g0231051","AT1G74970",4.33e-98
"13464","Ha412HOChr05g0231061","AT4G34370",0
"13465","Ha412HOChr05g0231071","AT2G26490",2.29e-177
"13466","Ha412HOChr05g0231081","AT5G35917",1.01e-82
"13467","Ha412HOChr05g0231091","AT4G39950",4.41e-87
"13468","Ha412HOChr05g0231111","AT5G05260",2.66e-169
"13469","Ha412HOChr05g0231151","AT5G01320",6.18e-128
"13470","Ha412HOChr05g0231161","AT4G33070",0
"13471","Ha412HOChr05g0231191","AT2G44260",9.18e-151
"13472","Ha412HOChr05g0231201","AT1G04090",1.21e-67
"13473","Ha412HOChr05g0231231","AT1G26610",6.33e-08
"13474","Ha412HOChr05g0231241","AT4G36810",1.45e-160
"13475","Ha412HOChr05g0231251","AT2G02500",1.07e-06
"13476","Ha412HOChr05g0231281","AT2G23780",7.49e-57
"13477","Ha412HOChr05g0231291","AT3G04920",3.78e-08
"13478","Ha412HOChr05g0231301","AT1G19300",1.27e-174
"13479","Ha412HOChr05g0231321","AT1G19270",0
"13480","Ha412HOChr05g0231331","AT5G05260",0
"13481","Ha412HOChr05g0231351","AT2G22330",1.38e-40
"13482","Ha412HOChr05g0231381","AT4G31940",9.37e-144
"13483","Ha412HOChr05g0231391","AT4G23160",5.21e-93
"13484","Ha412HOChr05g0231411","AT4G31940",3.25e-165
"13485","Ha412HOChr05g0231421","AT4G31970",2.3e-164
"13486","Ha412HOChr05g0231441","AT4G31940",1.78e-155
"13487","Ha412HOChr05g0231481","AT5G35810",5.15e-10
"13488","Ha412HOChr05g0231491","AT5G26310",1.4e-120
"13489","Ha412HOChr05g0231501","AT2G38700",1.35e-51
"13490","Ha412HOChr05g0231511","AT5G26310",3.56e-122
"13491","Ha412HOChr05g0231541","AT4G33070",2.7e-19
"13492","Ha412HOChr05g0231551","AT5G01320",0
"13493","Ha412HOChr05g0231571","ATCG00350",8.88e-73
"13494","Ha412HOChr05g0231581","ATCG00020",2.42e-88
"13495","Ha412HOChr05g0231591","ATCG01250",3.79e-82
"13496","Ha412HOChr05g0231611","ATCG01250",6.44e-56
"13497","Ha412HOChr05g0231621","AT1G19360",0
"13498","Ha412HOChr05g0231631","AT4G16580",2.41e-164
"13499","Ha412HOChr05g0231641","AT1G45160",0
"13500","Ha412HOChr05g0231661","AT1G75140",0
"13501","Ha412HOChr05g0231671","AT2G18500",6.34e-22
"13502","Ha412HOChr05g0231681","AT2G05642",5.91e-27
"13503","Ha412HOChr05g0231691","AT4G36660",4.87e-49
"13504","Ha412HOChr05g0231701","AT3G46940",4.28e-91
"13505","Ha412HOChr05g0231721","AT5G42710",2.03e-39
"13506","Ha412HOChr05g0231781","AT1G75170",2.5e-40
"13507","Ha412HOChr05g0231811","AT1G19430",0
"13508","Ha412HOChr05g0231841","AT1G43890",1.05e-22
"13509","Ha412HOChr05g0231851","AT5G54590",9.14e-19
"13510","Ha412HOChr05g0231861","AT4G32640",3.87e-82
"13511","Ha412HOChr05g0231871","AT1G75210",0
"13512","Ha412HOChr05g0231881","AT1G75220",0
"13513","Ha412HOChr05g0231901","ATCG01310",5.77e-35
"13514","Ha412HOChr05g0231921","AT2G02540",7.89e-57
"13515","Ha412HOChr05g0231951","AT1G19530",2.68e-15
"13516","Ha412HOChr05g0231961","AT1G19600",2.84e-173
"13517","Ha412HOChr05g0232001","AT1G75310",5.39e-83
"13518","Ha412HOChr05g0232011","AT4G27420",2.61e-15
"13519","Ha412HOChr05g0232031","AT1G27680",0
"13520","Ha412HOChr05g0232041","AT3G47680",5.69e-12
"13521","Ha412HOChr05g0232051","AT3G01410",4.57e-14
"13522","Ha412HOChr05g0232101","AT5G66440",5.68e-09
"13523","Ha412HOChr05g0232111","AT2G30620",1.54e-34
"13524","Ha412HOChr05g0232141","AT3G50930",3.12e-147
"13525","Ha412HOChr05g0232151","AT1G53100",5.97e-23
"13526","Ha412HOChr05g0232161","AT1G60730",1.47e-98
"13527","Ha412HOChr05g0232171","AT1G60730",2.81e-40
"13528","Ha412HOChr05g0232181","AT2G24645",5.76e-18
"13529","Ha412HOChr05g0232191","AT5G42810",3.45e-171
"13530","Ha412HOChr05g0232201","AT1G19660",2.26e-155
"13531","Ha412HOChr05g0232221","AT1G27660",5.69e-57
"13532","Ha412HOChr05g0232261","AT4G19600",3.31e-110
"13533","Ha412HOChr05g0232271","AT1G27620",0
"13534","Ha412HOChr05g0232301","AT5G18390",0
"13535","Ha412HOChr05g0232321","AT1G10210",0
"13536","Ha412HOChr05g0232331","AT1G44970",4.58e-175
"13537","Ha412HOChr05g0232341","AT5G57960",0
"13538","Ha412HOChr05g0232351","AT1G75430",2.24e-100
"13539","Ha412HOChr05g0232361","AT1G75450",0
"13540","Ha412HOChr05g0232371","AT4G33470",1.39e-24
"13541","Ha412HOChr05g0232381","AT4G33470",3.02e-93
"13542","Ha412HOChr05g0232391","AT3G29060",5.03e-46
"13543","Ha412HOChr05g0232431","AT1G09850",0
"13544","Ha412HOChr05g0232451","AT1G75460",2.35e-120
"13545","Ha412HOChr05g0232461","AT1G06060",1.58e-93
"13546","Ha412HOChr05g0232471","AT5G18570",1.3e-50
"13547","Ha412HOChr05g0232491","AT1G75490",2.71e-34
"13548","Ha412HOChr05g0232501","AT1G75490",4.42e-31
"13549","Ha412HOChr05g0232511","AT1G75490",1.22e-34
"13550","Ha412HOChr05g0232531","AT1G75500",0
"13551","Ha412HOChr05g0232541","AT2G19170",2.28e-06
"13552","Ha412HOChr05g0232601","AT4G39090",0
"13553","Ha412HOChr05g0232611","AT1G75520",5.29e-78
"13554","Ha412HOChr05g0232631","AT2G02500",7.82e-137
"13555","Ha412HOChr05g0232701","AT3G54070",5.37e-99
"13556","Ha412HOChr05g0232711","ATMG00860",7.7e-25
"13557","Ha412HOChr05g0232731","AT3G54340",2.94e-90
"13558","Ha412HOChr05g0232741","AT3G54350",6e-92
"13559","Ha412HOChr05g0232781","AT1G75540",8.9e-73
"13560","Ha412HOChr05g0232801","AT5G08280",0
"13561","Ha412HOChr05g0232811","AT1G05150",0
"13562","Ha412HOChr05g0232821","AT4G24160",0
"13563","Ha412HOChr05g0232841","AT1G19900",0
"13564","Ha412HOChr05g0232851","AT1G75620",0
"13565","Ha412HOChr05g0232871","AT5G10980",8.84e-49
"13566","Ha412HOChr05g0232881","AT5G10980",2.34e-15
"13567","Ha412HOChr05g0232911","AT5G10980",7.75e-86
"13568","Ha412HOChr05g0232921","AT5G10980",1.03e-83
"13569","Ha412HOChr05g0232951","AT1G34070",3.71e-06
"13570","Ha412HOChr05g0232971","AT5G10980",3.08e-76
"13571","Ha412HOChr05g0232981","AT5G10980",9.99e-50
"13572","Ha412HOChr05g0232991","AT5G10980",1.16e-85
"13573","Ha412HOChr05g0233001","AT5G10980",1.26e-58
"13574","Ha412HOChr05g0233011","AT5G10980",8.26e-78
"13575","Ha412HOChr05g0233041","AT5G10980",7.75e-86
"13576","Ha412HOChr05g0233051","AT5G10980",1.47e-67
"13577","Ha412HOChr05g0233181","AT2G37690",0
"13578","Ha412HOChr05g0233191","AT3G62870",1.86e-171
"13579","Ha412HOChr05g0233201","AT1G73920",0
"13580","Ha412HOChr05g0233211","AT3G18510",1.85e-19
"13581","Ha412HOChr05g0233221","AT5G38690",1.67e-105
"13582","Ha412HOChr05g0233231","AT1G73950",0
"13583","Ha412HOChr05g0233241","AT3G18524",0
"13584","Ha412HOChr05g0233251","AT4G12560",4.17e-06
"13585","Ha412HOChr05g0233261","AT3G23880",2.75e-08
"13586","Ha412HOChr05g0233271","AT3G17710",9.16e-06
"13587","Ha412HOChr05g0233281","AT3G18550",3e-26
"13588","Ha412HOChr05g0233291","AT1G73960",0
"13589","Ha412HOChr05g0233301","AT1G49000",6.95e-28
"13590","Ha412HOChr05g0233331","AT3G18570",5.98e-49
"13591","Ha412HOChr05g0233351","AT2G18510",3.8e-159
"13592","Ha412HOChr05g0233361","AT5G02620",4.97e-10
"13593","Ha412HOChr05g0233371","AT5G38640",0
"13594","Ha412HOChr05g0233381","AT1G18560",0
"13595","Ha412HOChr05g0233391","AT5G23080",0
"13596","Ha412HOChr05g0233401","AT5G23040",8.15e-115
"13597","Ha412HOChr05g0233431","AT1G74030",0
"13598","Ha412HOChr05g0233441","AT1G18490",2.93e-106
"13599","Ha412HOChr05g0233471","AT5G38790",8.95e-06
"13600","Ha412HOChr05g0233491","AT3G02380",4.04e-14
"13601","Ha412HOChr05g0233501","AT1G73990",0
"13602","Ha412HOChr05g0233531","AT3G50180",2.14e-32
"13603","Ha412HOChr05g0233541","AT1G18485",0
"13604","Ha412HOChr05g0233551","AT5G08139",1.98e-39
"13605","Ha412HOChr05g0233561","AT1G73990",0
"13606","Ha412HOChr05g0233571","ATMG00750",1.53e-16
"13607","Ha412HOChr05g0233581","AT1G73990",1.3e-21
"13608","Ha412HOChr05g0233591","ATMG00860",2.93e-28
"13609","Ha412HOChr05g0233621","AT1G73990",0
"13610","Ha412HOChr05g0233631","AT1G73880",1.26e-132
"13611","Ha412HOChr05g0233641","AT1G07080",6.47e-15
"13612","Ha412HOChr05g0233661","AT1G32640",0
"13613","Ha412HOChr05g0233671","AT5G35080",9.66e-53
"13614","Ha412HOChr05g0233691","AT1G73880",6.02e-130
"13615","Ha412HOChr05g0233721","AT1G73880",7.65e-134
"13616","Ha412HOChr05g0233731","AT5G08130",4.94e-66
"13617","Ha412HOChr05g0233751","AT5G15740",0
"13618","Ha412HOChr05g0233771","AT1G26300",2.87e-84
"13619","Ha412HOChr05g0233801","AT5G60850",3.23e-47
"13620","Ha412HOChr05g0233811","AT4G37760",1.7e-50
"13621","Ha412HOChr05g0233831","AT5G08120",7.27e-92
"13622","Ha412HOChr05g0233841","AT2G03800",1.03e-160
"13623","Ha412HOChr05g0233851","AT5G08100",1.16e-177
"13624","Ha412HOChr05g0233861","AT1G72330",1.28e-81
"13625","Ha412HOChr05g0233871","AT5G60910",1.06e-85
"13626","Ha412HOChr05g0233891","AT5G60940",0
"13627","Ha412HOChr05g0233901","AT1G61820",2.11e-73
"13628","Ha412HOChr05g0233911","AT1G61810",3.87e-98
"13629","Ha412HOChr05g0233931","AT3G55330",1.49e-91
"13630","Ha412HOChr05g0233941","AT5G60960",0
"13631","Ha412HOChr05g0233951","AT5G05730",9.41e-14
"13632","Ha412HOChr05g0233961","AT1G74110",0
"13633","Ha412HOChr05g0234001","AT1G18600",2.33e-99
"13634","Ha412HOChr05g0234011","AT5G09430",8.24e-143
"13635","Ha412HOChr05g0234021","AT1G34300",9.59e-112
"13636","Ha412HOChr05g0234031","AT1G18600",6.38e-41
"13637","Ha412HOChr05g0234041","AT3G16970",3.36e-10
"13638","Ha412HOChr05g0234051","AT3G61440",4.53e-27
"13639","Ha412HOChr05g0234061","AT3G61440",1.3e-84
"13640","Ha412HOChr05g0234071","AT3G61440",1.68e-20
"13641","Ha412HOChr05g0234081","AT1G74120",7.63e-140
"13642","Ha412HOChr05g0234111","AT3G26850",4.25e-39
"13643","Ha412HOChr05g0234121","AT1G74160",0
"13644","Ha412HOChr05g0234131","AT5G60970",3.15e-33
"13645","Ha412HOChr05g0234151","AT5G60980",1.9e-107
"13646","Ha412HOChr05g0234161","AT5G08050",3.55e-52
"13647","Ha412HOChr05g0234181","AT2G42940",2.09e-78
"13648","Ha412HOChr05g0234231","AT1G18650",8.79e-44
"13649","Ha412HOChr05g0234241","AT5G61140",0
"13650","Ha412HOChr05g0234261","AT3G05010",1.77e-119
"13651","Ha412HOChr05g0234271","AT5G61150",0
"13652","Ha412HOChr05g0234291","AT5G07940",1.09e-65
"13653","Ha412HOChr05g0234311","AT5G07950",3.26e-79
"13654","Ha412HOChr05g0234321","AT5G16390",2.02e-63
"13655","Ha412HOChr05g0234351","AT5G07920",0
"13656","Ha412HOChr05g0234371","AT5G56670",2.95e-08
"13657","Ha412HOChr05g0234381","AT2G03470",7.33e-62
"13658","Ha412HOChr05g0234391","AT3G60580",5.94e-20
"13659","Ha412HOChr05g0234401","AT5G61190",2.19e-11
"13660","Ha412HOChr05g0234411","AT3G47570",0
"13661","Ha412HOChr05g0234421","AT5G61220",2.96e-31
"13662","Ha412HOChr05g0234431","AT3G29270",3.33e-104
"13663","Ha412HOChr05g0234441","AT3G25400",3.98e-48
"13664","Ha412HOChr05g0234461","AT4G22760",0
"13665","Ha412HOChr05g0234481","AT5G07740",1.67e-152
"13666","Ha412HOChr05g0234501","AT5G07740",4.13e-152
"13667","Ha412HOChr05g0234521","AT5G15680",4.61e-62
"13668","Ha412HOChr05g0234531","AT5G07740",7.91e-169
"13669","Ha412HOChr05g0234551","AT3G01090",0
"13670","Ha412HOChr05g0234561","AT5G54160",1.66e-122
"13671","Ha412HOChr05g0234581","AT5G42440",7.86e-137
"13672","Ha412HOChr05g0234591","AT5G07730",1.66e-11
"13673","Ha412HOChr05g0234611","AT5G66520",1.27e-118
"13674","Ha412HOChr05g0234621","AT5G07710",4.53e-177
"13675","Ha412HOChr05g0234631","AT2G03220",9.16e-178
"13676","Ha412HOChr05g0234671","AT5G50970",5.1e-21
"13677","Ha412HOChr05g0234721","AT1G18700",0
"13678","Ha412HOChr05g0234751","AT4G23980",9.88e-19
"13679","Ha412HOChr05g0234791","AT5G61430",9.93e-115
"13680","Ha412HOChr05g0234811","AT1G80690",6.24e-88
"13681","Ha412HOChr05g0234831","AT1G80750",1.09e-09
"13682","Ha412HOChr05g0234861","AT2G22475",1.12e-47
"13683","Ha412HOChr05g0234871","AT1G18720",2.8e-79
"13684","Ha412HOChr05g0234881","AT4G21065",4.87e-126
"13685","Ha412HOChr05g0234891","AT1G18720",6.92e-89
"13686","Ha412HOChr05g0234911","AT3G14470",9.98e-16
"13687","Ha412HOChr05g0234921","AT3G47680",3.79e-11
"13688","Ha412HOChr05g0234931","AT3G14460",2.35e-08
"13689","Ha412HOChr05g0234941","AT3G14470",3.07e-17
"13690","Ha412HOChr05g0234951","AT1G18730",1.67e-67
"13691","Ha412HOChr05g0234981","AT1G08570",8.93e-77
"13692","Ha412HOChr05g0234991","AT3G47470",1.29e-157
"13693","Ha412HOChr05g0235001","AT1G18750",1.06e-96
"13694","Ha412HOChr05g0235011","AT5G62430",3.75e-64
"13695","Ha412HOChr05g0235021","AT3G47510",7.44e-09
"13696","Ha412HOChr05g0235031","AT1G74460",0
"13697","Ha412HOChr05g0235061","AT3G42170",1.74e-08
"13698","Ha412HOChr05g0235071","AT1G74470",0
"13699","Ha412HOChr05g0235081","AT1G18790",7.07e-49
"13700","Ha412HOChr05g0235091","AT3G47550",3.37e-94
"13701","Ha412HOChr05g0235111","AT5G62470",5.16e-108
"13702","Ha412HOChr05g0235121","AT1G74640",0
"13703","Ha412HOChr05g0235131","AT1G26880",3.49e-75
"13704","Ha412HOChr05g0235161","AT1G18800",6.96e-103
"13705","Ha412HOChr05g0235191","AT1G69690",1.64e-62
"13706","Ha412HOChr05g0235201","AT1G74530",6.36e-116
"13707","Ha412HOChr05g0235211","AT3G47640",2.75e-49
"13708","Ha412HOChr05g0235221","AT3G47690",1.19e-136
"13709","Ha412HOChr05g0235231","AT3G16830",3.86e-11
"13710","Ha412HOChr05g0235241","AT3G47670",2e-42
"13711","Ha412HOChr05g0235271","AT3G47700",0
"13712","Ha412HOChr05g0235281","AT3G01720",8.53e-80
"13713","Ha412HOChr05g0235291","AT3G03000",1.39e-25
"13714","Ha412HOChr05g0235321","AT3G47710",1.08e-36
"13715","Ha412HOChr05g0235331","AT5G62550",8.22e-41
"13716","Ha412HOChr05g0235351","AT5G15130",4.28e-75
"13717","Ha412HOChr05g0235381","AT5G62740",0
"13718","Ha412HOChr05g0235391","AT2G47140",8.1e-87
"13719","Ha412HOChr05g0235401","AT3G47950",0
"13720","Ha412HOChr05g0235411","AT3G47890",0
"13721","Ha412HOChr05g0235421","AT3G47870",7.32e-38
"13722","Ha412HOChr05g0235441","AT1G18950",0
"13723","Ha412HOChr05g0235471","AT1G18960",1.26e-56
"13724","Ha412HOChr05g0235481","AT5G62610",6.46e-82
"13725","Ha412HOChr05g0235491","AT1G10430",0
"13726","Ha412HOChr05g0235501","AT1G74830",4.56e-115
"13727","Ha412HOChr05g0235521","AT4G24730",5.74e-32
"13728","Ha412HOChr05g0235531","AT4G24730",1.29e-83
"13729","Ha412HOChr05g0235541","AT1G74840",1.59e-51
"13730","Ha412HOChr05g0235611","AT3G62270",6.35e-66
"13731","Ha412HOChr05g0235621","AT1G27210",4.16e-117
"13732","Ha412HOChr05g0235641","AT5G62910",3.73e-55
"13733","Ha412HOChr05g0235651","AT3G48090",1.07e-85
"13734","Ha412HOChr05g0235661","AT3G48080",2.5e-89
"13735","Ha412HOChr05g0235681","AT4G14240",1.67e-17
"13736","Ha412HOChr05g0235691","AT3G48090",7.87e-32
"13737","Ha412HOChr05g0235721","AT3G48080",2.05e-13
"13738","Ha412HOChr05g0235731","AT3G48090",1.84e-11
"13739","Ha412HOChr05g0235741","AT3G48100",1.13e-62
"13740","Ha412HOChr05g0235781","AT4G16195",4.86e-13
"13741","Ha412HOChr05g0235791","AT3G48150",0
"13742","Ha412HOChr05g0235801","AT3G48160",5.99e-113
"13743","Ha412HOChr05g0235811","AT3G48170",0
"13744","Ha412HOChr05g0235831","AT4G17690",5.38e-133
"13745","Ha412HOChr05g0235841","AT5G62570",6.39e-32
"13746","Ha412HOChr05g0235861","AT4G23160",3.83e-143
"13747","Ha412HOChr05g0235871","AT4G31000",3.02e-22
"13748","Ha412HOChr05g0235881","AT1G10200",3.04e-87
"13749","Ha412HOChr05g0235891","AT5G66520",2.44e-119
"13750","Ha412HOChr05g0235901","AT5G62890",0
"13751","Ha412HOChr05g0235911","AT5G59570",1.6e-48
"13752","Ha412HOChr05g0235931","AT1G07830",9.01e-73
"13753","Ha412HOChr05g0235941","AT5G40200",0
"13754","Ha412HOChr05g0235961","AT1G60190",6.1e-148
"13755","Ha412HOChr05g0235971","AT5G62850",5.69e-92
"13756","Ha412HOChr05g0235981","AT1G70370",0
"13757","Ha412HOChr05g0236001","AT3G47990",2.86e-129
"13758","Ha412HOChr05g0236011","AT5G24600",5.23e-90
"13759","Ha412HOChr05g0236021","AT2G36330",1.11e-73
"13760","Ha412HOChr05g0236031","AT2G15130",1.08e-53
"13761","Ha412HOChr05g0236041","AT3G19910",2.29e-11
"13762","Ha412HOChr05g0236051","AT2G15220",3.64e-72
"13763","Ha412HOChr05g0236071","ATMG00750",7.32e-17
"13764","Ha412HOChr05g0236081","AT1G27500",0
"13765","Ha412HOChr05g0236091","AT5G62790",0
"13766","Ha412HOChr05g0236101","AT1G23710",1.78e-22
"13767","Ha412HOChr05g0236141","AT2G47240",3.76e-33
"13768","Ha412HOChr05g0236151","AT1G34420",4.99e-32
"13769","Ha412HOChr05g0236161","AT5G60200",1.38e-36
"13770","Ha412HOChr05g0236171","AT3G06040",3.74e-69
"13771","Ha412HOChr05g0236181","AT3G48190",7.99e-24
"13772","Ha412HOChr05g0236201","AT3G62270",0
"13773","Ha412HOChr05g0236221","AT4G18770",2.32e-78
"13774","Ha412HOChr05g0236231","AT5G33320",3.73e-175
"13775","Ha412HOChr05g0236241","AT1G06110",1.85e-08
"13776","Ha412HOChr05g0236251","AT3G48195",0
"13777","Ha412HOChr05g0236271","AT5G63000",1.68e-97
"13778","Ha412HOChr05g0236281","AT1G23380",9.11e-101
"13779","Ha412HOChr05g0236291","AT1G09160",5.1e-15
"13780","Ha412HOChr05g0236301","AT1G17720",0
"13781","Ha412HOChr05g0236321","AT5G63050",2.43e-88
"13782","Ha412HOChr05g0236331","AT3G48210",2.44e-66
"13783","Ha412HOChr05g0236341","AT1G51940",8.13e-113
"13784","Ha412HOChr05g0236351","AT5G50920",1.05e-95
"13785","Ha412HOChr05g0236361","AT5G50920",0
"13786","Ha412HOChr05g0236381","AT5G63090",2.69e-72
"13787","Ha412HOChr05g0236411","AT4G01680",7.5e-78
"13788","Ha412HOChr05g0236421","AT1G70600",1.57e-92
"13789","Ha412HOChr05g0236431","AT5G47740",5.49e-36
"13790","Ha412HOChr05g0236441","AT5G50160",0
"13791","Ha412HOChr05g0236451","AT1G15530",0
"13792","Ha412HOChr05g0236481","AT3G48240",2.93e-37
"13793","Ha412HOChr05g0236511","AT5G50170",0
"13794","Ha412HOChr05g0236521","AT4G12300",1.51e-156
"13795","Ha412HOChr05g0236531","AT4G12300",1.69e-153
"13796","Ha412HOChr05g0236541","AT4G12320",6.12e-67
"13797","Ha412HOChr05g0236551","AT4G12300",6.39e-77
"13798","Ha412HOChr05g0236561","AT3G11330",2.61e-179
"13799","Ha412HOChr05g0236571","AT4G03600",2.75e-11
"13800","Ha412HOChr05g0236581","AT3G48260",0
"13801","Ha412HOChr05g0236611","AT4G12690",5.26e-74
"13802","Ha412HOChr05g0236631","AT3G48280",4.16e-179
"13803","Ha412HOChr05g0236651","AT2G46530",4.91e-69
"13804","Ha412HOChr05g0236661","AT3G26220",2.4e-09
"13805","Ha412HOChr05g0236671","AT3G48270",2.66e-59
"13806","Ha412HOChr05g0236681","AT2G16030",9.12e-18
"13807","Ha412HOChr05g0236691","AT3G48280",4.91e-71
"13808","Ha412HOChr05g0236701","AT5G60410",5.4e-14
"13809","Ha412HOChr05g0236721","AT3G48290",9.04e-97
"13810","Ha412HOChr05g0236731","AT3G48310",3.03e-59
"13811","Ha412HOChr05g0236761","AT5G50200",3.27e-57
"13812","Ha412HOChr05g0236781","AT2G46040",2.36e-07
"13813","Ha412HOChr05g0236791","AT3G48280",1.05e-170
"13814","Ha412HOChr05g0236801","AT3G01680",0
"13815","Ha412HOChr05g0236821","AT1G67750",0
"13816","Ha412HOChr05g0236841","AT3G48380",0
"13817","Ha412HOChr05g0236851","AT5G63190",0
"13818","Ha412HOChr05g0236861","AT3G48420",9.07e-158
"13819","Ha412HOChr05g0236881","AT2G22125",4.32e-62
"13820","Ha412HOChr05g0236891","AT3G48460",1.84e-159
"13821","Ha412HOChr05g0236911","AT3G62450",9.73e-34
