XRQ_gene_name	XRQ_start	XRQ_end	Bract.rpkm	Corolla.rpkm	Ligule.rpkm	Ovary.rpkm	Pollen.rpkm	Seeds.rpkm	Stamen.rpkm	Stem.rpkm	Pistil.rpkm	412_gene_name	start	end	chr	XRQ_chr
HanXRQChr04g0094091	232781	235676	14.38	14.59	10.9	6.3	0.02	1.81	2.01	6.95	7.36	Ha412HOChr04g0145071	250860	254285	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094111	278325	280516	0.44	0.54	5.24	2.58	0.01	5.11	0.44	4.08	1.16	Ha412HOChr04g0145131	336848	339248	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094131	340751	346295	11.17	3.85	11.49	5.34	1.19	2.61	1.94	10.91	4.99	Ha412HOChr04g0145141	432383	437763	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094141	348905	350915	8.91	1.12	6.01	2.19	0.06	8.1	2.02	32.86	3.97	Ha412HOChr04g0145151	445218	447137	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094161	362587	365061	41.75	32.84	27.8	21.54	0.02	10.74	4.75	50.91	12.94	Ha412HOChr04g0145181	459008	461799	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094171	471743	472816	43.72	3.46	1.08	7.68	0	4.42	1.05	19.94	20.7	Ha412HOChr04g0145211	494313	495380	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094181	475976	480905	60.27	12.87	32.43	10.74	0.11	23.13	6.8	47.64	26.49	Ha412HOChr04g0145221	499641	504623	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094201	499166	503657	27.33	14	20.08	9.63	0.06	10.92	3.48	31.45	8.99	Ha412HOChr04g0145261	600704	605460	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094211	509322	510143	16.12	2.59	1.5	1.29	0.04	0.82	0.3	2.61	6.68	Ha412HOChr04g0145271	609047	609874	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094251	567456	575890	0	0.04	0.01	0.11	0.1	0	18.99	0.01	0.02	Ha412HOChr04g0145291	652858	655110	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094261	576237	583194	7.04	8.22	14.56	5.28	0.3	8.29	8.55	17.73	7.72	Ha412HOChr04g0145301	655307	662403	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094271	609594	618084	8.32	2.57	5.7	2.41	0.02	1.99	1.94	11.65	2.5	Ha412HOChr04g0145491	1077012	1085313	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094341	645373	647484	185.39	180.18	117.01	376.54	0.53	288.56	48.7	109.6	183.69	Ha412HOChr04g0145501	1090911	1093021	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094351	684536	689537	17.13	12.71	19.09	27.21	0.04	12.21	8.2	11.16	19.94	Ha412HOChr04g0145741	1391030	1396024	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094371	739114	744561	24.58	9.14	41.77	11.76	0.04	19.04	3.1	34.34	8.33	Ha412HOChr04g0145711	1329443	1334780	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094381	747540	749997	8.67	4.5	5.25	1.85	0.02	2.86	1.59	11.9	3.34	Ha412HOChr04g0145701	1323336	1325907	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094401	804141	805878	55.6	32.73	21.38	15.95	0.2	2.17	30.94	23.94	15.32	Ha412HOChr04g0145661	1226831	1228552	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094431	861094	865061	26.96	8.1	37.86	5.98	0.65	12.07	7.38	34.82	7.24	Ha412HOChr04g0145621	1194932	1199670	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094441	870454	876017	4.05	2.59	9.21	2.68	0.32	4.05	0.81	4.92	3.68	Ha412HOChr04g0145591	1168617	1171915	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094471	886598	889048	0.04	0.07	0.43	0.13	0.01	0	0.18	2.13	0.04	Ha412HOChr04g0145541	1151782	1154596	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094481	893468	898556	0.14	0.21	0.01	0.35	14.64	6.47	113.25	0.43	3.75	Ha412HOChr04g0145531	1139522	1147357	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094491	900549	903381	48.35	3.06	15.06	2.33	0.03	2.52	1.38	17.64	3.87	Ha412HOChr04g0145521	1134648	1137525	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094521	1023229	1052299	1.53	0.13	1.62	0.15	0.01	0.04	0.64	17.41	0.08	Ha412HOChr04g0145761	1506964	1516012	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094531	1176291	1178268	161.44	33.53	66.79	76.75	0.4	63.49	26.26	139.19	63.04	Ha412HOChr04g0145771	1590844	1592295	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094541	1180606	1188268	102.84	35.38	104.52	67.84	0.48	110.54	38.59	110.38	81.79	Ha412HOChr04g0145781	1595198	1602827	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094551	1213164	1229822	18.51	7.63	18.3	5.49	0.1	7.85	3.69	24.03	5.44	Ha412HOChr04g0145791	1627724	1636110	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094561	1303033	1313862	1.88	2.49	3.8	1.37	0.05	2.62	1.51	5.12	1.52	Ha412HOChr04g0145801	1713532	1725043	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094581	1391134	1396863	0.92	0.05	0.23	0.83	0	27.74	0.22	0.16	0.47	Ha412HOChr04g0145831	1743802	1749330	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094591	1402999	1413858	0.01	0.02	0	0	0	0.3	0.01	0	0.01	Ha412HOChr04g0145821	1733600	1736050	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094631	1560164	1560838	0.43	1.29	0.06	1.41	0.03	7.29	1.43	0.05	0.24	Ha412HOChr02g0086071	173551085	173551754	Ha412HOChr02	HanXRQChr04
HanXRQChr04g0094641	1588466	1590514	0.03	0.4	2.31	0	0.02	0.04	0.22	2.3	0.27	Ha412HOChr02g0086061	173514704	173517034	Ha412HOChr02	HanXRQChr04
HanXRQChr04g0094651	1592689	1595478	127.97	64.3	62.62	144.93	2.76	54.95	174.35	99.39	145.02	Ha412HOChr02g0086051	173502261	173504989	Ha412HOChr02	HanXRQChr04
HanXRQChr04g0094661	1643474	1648638	0.17	5.11	0.78	5.8	0	6.66	0.27	0.59	0.06	Ha412HOChr02g0086011	173449336	173454490	Ha412HOChr02	HanXRQChr04
HanXRQChr04g0094681	1659776	1667189	2.23	1.68	3.44	1.86	0.08	3.21	0.85	5.71	1.89	Ha412HOChr02g0085981	173408533	173416653	Ha412HOChr02	HanXRQChr04
HanXRQChr04g0094691	1673533	1676231	45.19	22.67	9.27	12.65	0	0.76	6.12	21.51	13.78	Ha412HOChr02g0085971	173399935	173402319	Ha412HOChr02	HanXRQChr04
HanXRQChr04g0094701	1814464	1818470	0.2	1.04	15.03	0.69	0.01	0.07	0.42	0.09	0.1	Ha412HOChr04g0145851	1940462	1947642	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094711	1855334	1862597	52.42	20.38	45.52	10.44	1.43	24.05	9.92	40.75	33.89	Ha412HOChr04g0145861	1960582	1966683	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094721	1892298	1901860	121.78	89.28	69.06	49.2	0.29	17.57	12.71	84.32	59.73	Ha412HOChr04g0145871	2008051	2017330	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094731	1910840	1913083	4.15	2.6	3.29	1.42	0.12	4.05	2.53	3.81	3.36	Ha412HOChr04g0145891	2034876	2037121	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094821	1950560	1951621	0.81	0.11	0.59	0.9	0.05	0.21	2.48	48.27	0.94	Ha412HOChr04g0145961	2087573	2088634	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094831	1966211	1974142	0.03	0.38	0.18	0.06	0.3	0.55	0.65	1.65	0.7	Ha412HOChr04g0145971	2103485	2111543	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094841	2040618	2047601	5.86	0	0.09	0	0.11	0.14	0.16	3.61	0.09	Ha412HOChr04g0145981	2179504	2186497	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094861	2088968	2090019	2.3	0	0.01	0	0	0.03	0.11	4.35	0	Ha412HOChr04g0146011	2228262	2229254	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094901	2269880	2288556	0.13	0.11	0.05	0	0	0.01	0	0.19	0.04	Ha412HOChr04g0146311	2912061	2941753	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094931	2324257	2327128	30	21.34	18.1	63.9	0.69	26.6	126.12	19.97	38.39	Ha412HOChr04g0146131	2487358	2491698	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0094941	2328439	2330880	0	0	0.02	0.18	0	1.19	1.25	0.02	0.28	Ha412HOChr04g0146141	2493104	2498115	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095021	2553438	2564672	1.1	2.49	1.92	1.81	0.01	0.73	1.01	2.94	1.25	Ha412HOChr04g0146201	2689230	2700529	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095031	2923800	2928966	282.91	288.17	274.37	658	10.45	130.05	182.94	128.75	631.35	Ha412HOChr14g0640331	48442245	48447469	Ha412HOChr14	HanXRQChr04
HanXRQChr04g0095061	3224911	3233505	4.96	2.25	4.69	1.1	0.18	0.5	2.65	16.54	1.96	Ha412HOChr01g0005621	15483215	15491597	Ha412HOChr01	HanXRQChr04
HanXRQChr04g0095141	3713227	3717105	36.9	51.5	80.52	60.13	0.07	23.08	11.36	58.53	36.66	Ha412HOChr01g0025751	98610303	98614176	Ha412HOChr01	HanXRQChr04
HanXRQChr04g0095151	3759402	3760145	3.3	46.62	13.2	218.7	0.01	199.14	41.37	28.62	16.9	Ha412HOChr01g0025741	98566942	98567811	Ha412HOChr01	HanXRQChr04
HanXRQChr04g0095171	3825611	3836771	4.23	3.07	2.51	2.18	0.03	3.29	1.97	4.45	2.08	Ha412HOChr01g0025711	98476345	98487569	Ha412HOChr01	HanXRQChr04
HanXRQChr04g0095181	3836822	3838906	0.24	1.14	6	0.64	2.52	1.64	1.56	0.22	0.46	Ha412HOChr01g0025701	98474275	98476333	Ha412HOChr01	HanXRQChr04
HanXRQChr04g0095191	3887808	3896846	4.09	1.66	4.4	5.63	0.03	8.45	2.77	3.49	3.23	Ha412HOChr04g0146431	3230008	3238398	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095231	4038289	4053498	0.26	0.1	0.61	0.05	0	0.15	0	0.52	0.1	Ha412HOChr04g0146441	3240175	3257199	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095261	4081424	4089890	0.03	0.02	1.54	0	0	0.07	0.07	0.63	0.21	Ha412HOChr04g0146471	3325323	3331398	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095291	4205083	4217094	13.29	5.31	11.39	5.09	0.12	17.93	4.98	15.97	5.59	Ha412HOChr04g0146561	3476737	3486614	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095301	4221850	4240042	0.19	0.39	0.17	0.09	0.15	0.25	0	0.05	0.72	Ha412HOChr04g0146571	3491289	3505282	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095321	4262816	4284577	6.04	1.47	0.59	0.35	0	1.34	0.98	0.82	0.11	Ha412HOChr04g0146581	3551522	3572924	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095331	4314213	4324375	0.15	0.28	0.06	0	2.01	0	0.23	0.02	0.14	Ha412HOChr04g0146411	3158721	3168885	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095341	4338962	4360309	2.44	2.05	1.23	0.31	0.01	0	0.1	2.31	0.5	Ha412HOChr04g0146401	3122529	3144129	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095391	4615262	4617569	23.86	4.89	9.03	2.15	0.02	6.14	2.94	16.28	5.71	Ha412HOChr03g0122771	132998542	133008794	Ha412HOChr03	HanXRQChr04
HanXRQChr04g0095411	4685842	4696301	9.73	0.9	1.78	0.37	0.01	0.15	0.46	13.17	0.81	Ha412HOChr03g0122731	132913511	132918198	Ha412HOChr03	HanXRQChr04
HanXRQChr04g0095431	4757242	4760847	0.03	0.08	0.38	0	0	0	0.05	0.28	0.04	Ha412HOChr03g0122711	132896541	132900615	Ha412HOChr03	HanXRQChr04
HanXRQChr04g0095441	4761946	4767766	0.02	0.01	0.17	0	0	0.01	0	0.46	0.11	Ha412HOChr03g0122701	132890327	132895444	Ha412HOChr03	HanXRQChr04
HanXRQChr04g0095451	4774964	4777356	0.04	0	1.56	6.03	0	63	0.19	0.01	0.05	Ha412HOChr03g0122691	132878370	132883010	Ha412HOChr03	HanXRQChr04
HanXRQChr04g0095471	4839339	4840910	0	0.38	0.55	0	0.02	0.09	0.4	1.2	0.72	Ha412HOChr03g0122681	132867474	132869039	Ha412HOChr03	HanXRQChr04
HanXRQChr04g0095491	4874124	4875505	0.23	0.06	1.94	0.31	0	0.04	0.18	4.34	0.02	Ha412HOChr03g0122651	132835327	132836854	Ha412HOChr03	HanXRQChr04
HanXRQChr04g0095501	4923052	4924376	38.29	26.65	93.41	6.22	0.26	0.44	2.38	45.78	45.77	Ha412HOChr03g0122631	132807117	132808655	Ha412HOChr03	HanXRQChr04
HanXRQChr04g0095511	5176139	5177872	0.05	0	0.66	0.09	0	0.03	0	0.37	0.05	Ha412HOChr16g0764831	64578504	64580230	Ha412HOChr16	HanXRQChr04
HanXRQChr04g0095561	5391693	5403324	5.05	0.96	0.07	1.11	0	4.23	0.61	10.59	0.93	Ha412HOChr04g0146701	3876664	3888696	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095581	5535713	5538495	1.11	0.81	0.39	0	2.67	0.65	2.43	1.51	0.28	Ha412HOChr04g0146731	4022549	4024259	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095641	5672715	5705044	0.33	0.32	0.33	0.41	0	0.09	0.09	1.53	0.3	Ha412HOChr04g0146801	4136708	4169143	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095661	5766455	5770297	2.11	0.51	1.74	1.06	2.65	1.63	5.25	3.42	4.23	Ha412HOChr04g0146831	4230466	4234158	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095671	5770348	5772558	0.02	0	0	0	1.32	0.01	0.06	0	0.01	Ha412HOChr04g0146851	4234177	4236206	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095691	5802972	5818689	0	0	0.01	0	1.01	0	0.09	0.01	0.02	Ha412HOChr04g0146901	4271622	4286578	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095731	5890416	5892355	0	0	0.32	0.21	1.47	0	21.01	0.04	1.37	Ha412HOChr09g0390861	95930251	95931047	Ha412HOChr09	HanXRQChr04
HanXRQChr04g0095761	5928535	5939997	1.72	0.62	1.84	0.32	0.84	0.56	3	2.54	0.76	Ha412HOChr04g0146971	4359596	4375213	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095781	5954838	5966410	12.75	3.11	23.78	2.01	0.05	3.24	1.75	21.47	2.36	Ha412HOChr04g0146981	4384828	4394537	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095881	6318697	6335441	37.01	37.82	42.58	25.09	0.23	95.22	23.48	71.51	32.79	Ha412HOChr04g0147161	4783615	4800872	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095891	6401219	6412435	1.46	0.31	2.49	0.33	0.03	3.73	0.63	3.52	0.23	Ha412HOChr04g0147181	4870370	4881637	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095911	6436994	6452211	0.26	0.33	1.05	0.33	0	0.65	0.11	0.39	0.17	Ha412HOChr04g0147211	4919602	4929390	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095921	6489320	6489850	0.57	5.83	6.87	5.18	0.02	7.27	10.42	1.04	9.79	Ha412HOChr04g0147221	4980310	4980840	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095941	6646897	6648479	0.11	0.07	0.76	0	0	0.07	0.16	0	0.73	Ha412HOChr04g0147011	4503917	4505676	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095951	6662786	6678357	3.84	1.87	5.44	0.94	0.06	2.33	0.35	3.54	0.79	Ha412HOChr04g0147001	4459165	4472671	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095981	6833448	6838630	0.08	0.02	4.65	0.32	0.03	0.7	0.07	0.4	0.61	Ha412HOChr04g0146991	4441273	4446644	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0095991	6911864	6913182	1.63	2.31	0.25	0.59	0	0.47	0.34	0.09	0.67	Ha412HOChr04g0147381	5304706	5306017	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096011	6984848	7002834	1.12	0.85	2.9	3.27	0.01	1.05	0.81	16.06	0.84	Ha412HOChr04g0147311	5189423	5209064	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096081	7094146	7114967	315.99	95.75	366.1	98.96	6.96	60.94	101.91	750.42	195.22	Ha412HOChr04g0147651	5883526	5887128	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096121	7250595	7258135	0	0	0.01	0.06	0.18	0	1.49	0	0.05	Ha412HOChr04g0147611	5773974	5781849	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096141	7365550	7369466	1.24	0.13	0.69	0.15	0	0.29	0.31	2.8	0.68	Ha412HOChr04g0147591	5662367	5666283	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096171	7450798	7457470	146.11	121.9	259.38	84.77	0.15	19.72	10.75	109.42	79.43	Ha412HOChr04g0147541	5573006	5579491	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096181	7463860	7485252	0.85	1.51	1.98	0.89	0.05	0.63	1.11	4.01	1.52	Ha412HOChr04g0147531	5545387	5566392	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096191	7485625	7489717	0.01	0.02	0.01	0	0	1.62	0	0	0.01	Ha412HOChr04g0147521	5541798	5546264	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096211	7515385	7528787	2.73	0.26	1.5	0.5	0.03	0.83	0.31	2.05	0.82	Ha412HOChr04g0147471	5505643	5515302	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096241	7571404	7574473	47.39	33.9	31.03	20.56	0.5	10.25	3.98	20.77	12.36	Ha412HOChr04g0147441	5380311	5383387	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096261	7575691	7585950	11.91	4.99	8.4	3.03	0.77	8.01	1.58	11.27	2.8	Ha412HOChr04g0147421	5368590	5379098	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096271	7588802	7606436	2.93	1.37	1.36	1.06	0.02	1.06	0.09	1.13	1.89	Ha412HOChr04g0147411	5357164	5365747	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096301	7897070	7939726	2.93	0.43	3.36	0.42	0.01	1.27	0.22	2.62	1.11	Ha412HOChr06g0276791	101903633	101910147	Ha412HOChr06	HanXRQChr04
HanXRQChr04g0096361	8256651	8257913	0.03	0.06	0.56	0.67	0	0.84	0.75	2.21	0.27	Ha412HOChr05g0230001	144630899	144632258	Ha412HOChr05	HanXRQChr04
HanXRQChr04g0096371	8318979	8322258	5.85	9.46	9.44	5.61	0.02	5.01	3.3	6.56	5.89	Ha412HOChr04g0147991	6418682	6422334	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096391	8327802	8336653	4.89	1.71	6.25	1.68	0.04	2.98	0.86	8.63	1.62	Ha412HOChr04g0147971	6404546	6413397	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096431	8407608	8410928	1.16	0	0	0	0	0.02	0	2.77	0	Ha412HOChr01g0034081	131595237	131600517	Ha412HOChr01	HanXRQChr04
HanXRQChr04g0096441	8413416	8424840	4.39	2.25	11.14	1.47	0.02	0.69	0.44	4.81	0.95	Ha412HOChr04g0147931	6313941	6325002	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096451	8427019	8429425	0.41	0.23	26.24	1.14	0	0.54	1.02	20.5	1.02	Ha412HOChr04g0147921	6309208	6311604	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096481	8505473	8505826	8.27	60.3	90.36	124.84	0.03	8.35	0.69	2.37	5.57	Ha412HOChr04g0147871	6232772	6233253	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096491	8513965	8520696	0	14.81	48.22	2.43	0	1.55	0.32	0.09	1.29	Ha412HOChr04g0147861	6224396	6224762	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096491	8513965	8520696	0	14.81	48.22	2.43	0	1.55	0.32	0.09	1.29	Ha412HOChr04g0147851	6217846	6218214	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096501	8533268	8533636	0.52	5.66	11.76	4.58	0	1.09	198.48	0.93	13.04	Ha412HOChr04g0147841	6205234	6205602	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096511	8600427	8600792	0.09	0	0.32	0	0	2.62	9.52	0.08	0.49	Ha412HOChr04g0147831	6133716	6134081	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096521	8607414	8607719	1.87	2.91	2.84	3.46	0.18	0.51	4.89	0.27	3.18	Ha412HOChr04g0147821	6126783	6127121	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096531	8609473	8613229	0.21	0.4	0.42	0.32	0.78	0.21	4.89	0.53	0.39	Ha412HOChr04g0147811	6121277	6125024	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096541	8618840	8638354	4.94	3.1	18.74	2.19	0.08	1.9	2.89	13.73	2.89	Ha412HOChr04g0147801	6096145	6116355	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096551	8741260	8749797	0	0.1	0.09	0	0	0.06	1.68	1.1	0.62	Ha412HOChr03g0095681	13536158	13544988	Ha412HOChr03	HanXRQChr04
HanXRQChr04g0096561	8853220	8854610	4.75	0.18	1.55	0.12	0.11	0.21	0.74	1	3.36	Ha412HOChr03g0095691	13648568	13649954	Ha412HOChr03	HanXRQChr04
HanXRQChr04g0096581	8904868	8907114	4.4	1.72	3.52	0.98	4.86	4.01	2.04	6.36	2.08	Ha412HOChr03g0095711	13699267	13701082	Ha412HOChr03	HanXRQChr04
HanXRQChr04g0096621	9353788	9354497	1.38	0.71	1.17	1.93	0.04	0.86	0.35	1.7	1.17	Ha412HOChr03g0095771	14164726	14165636	Ha412HOChr03	HanXRQChr04
HanXRQChr04g0096631	9508541	9532388	11.86	18.36	3.06	0.41	0.11	1.93	0.19	0.55	0.48	Ha412HOChr04g0148021	6462750	6487592	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096651	9544069	9548104	0.9	0.96	3.88	0.83	0.01	2.29	0.24	1.43	1.32	Ha412HOChr04g0148031	6499433	6503018	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096661	9590665	9597061	50.34	57.5	73.85	37.33	0.39	47.9	15.81	32.74	67.12	Ha412HOChr04g0148041	6518127	6524254	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096671	9647092	9653691	1.7	0.99	2.54	0.38	0.07	0.48	0.97	3.39	1.05	Ha412HOChr04g0148051	6544656	6550021	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096711	9686716	9693283	1.28	1.49	2.58	1.09	0.01	1.9	0.4	1.42	1.08	Ha412HOChr04g0148161	7060988	7067564	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096721	9698810	9703831	6.43	4.07	11.53	1.94	0.1	5.47	3.03	12.48	3.06	Ha412HOChr04g0158831	43779616	43783254	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096731	9732827	9739057	0.05	0.03	0.44	1.17	0	0.19	0	1.03	0.02	Ha412HOChr04g0148151	7053033	7058953	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096731	9732827	9739057	0.05	0.03	0.44	1.17	0	0.19	0	1.03	0.02	Ha412HOChr04g0148191	7087497	7093548	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096741	9786197	9788082	16.02	20.92	16.43	35.22	0.02	6.97	2.26	11.95	14.94	Ha412HOChr16g0768181	83279366	83280753	Ha412HOChr16	HanXRQChr04
HanXRQChr04g0096761	9943036	9947437	9.64	12.92	16.99	12.62	0.14	8.7	7.41	16.3	9.49	Ha412HOChr06g0278651	112189463	112194016	Ha412HOChr06	HanXRQChr04
HanXRQChr04g0096771	9999610	10002466	34.5	6.47	26.85	12.58	0.09	13.27	4.48	51.59	27.54	Ha412HOChr06g0278641	112140390	112143000	Ha412HOChr06	HanXRQChr04
HanXRQChr04g0096801	10284030	10287766	90.54	16.21	53.33	18.92	0.1	16.85	10.79	40.6	45.1	Ha412HOChr04g0148111	6658089	6661917	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096811	10288248	10295759	0	0.23	0	0.18	1.62	0.02	42.41	0.01	1.7	Ha412HOChr04g0148101	6650271	6657525	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096821	10330509	10332444	2.33	2.55	4	1.75	0	22.8	2.95	27.73	3.57	Ha412HOChr04g0148081	6590166	6592071	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096831	10457939	10477531	1.15	0.02	0.18	0.05	0	0	0.07	1.21	0	Ha412HOChr04g0148571	8275292	8289088	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096851	10831152	10837732	157.92	196.05	161.97	143.23	0.24	104.15	75.44	134.06	112.19	Ha412HOChr04g0148561	8038198	8044656	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096861	10880424	10885003	38.37	7.43	29.14	5.05	0.22	12.36	10.65	53.47	12.89	Ha412HOChr04g0148531	7859087	7882004	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096881	10954466	10954945	0.54	0	0.02	33.48	0	1390.21	0.38	0.11	0.05	Ha412HOChr04g0148451	7779641	7780120	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0096981	11220037	11223740	0.01	0	0.01	0	0	0	0	0.02	0.02	Ha412HOChr04g0148441	7733294	7737064	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0097071	11365670	11371626	1.71	0.02	0.45	0.3	0	0.08	0.14	2.8	0.11	Ha412HOChr04g0148351	7630745	7636690	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0097081	11487277	11491935	0.03	0	0.6	0.09	0	0.09	0	0.21	0.05	Ha412HOChr04g0148331	7500767	7505027	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0097101	11594566	11601120	4.15	0.59	2.32	0.06	0	0.2	0.13	2.11	0.17	Ha412HOChr04g0148301	7270059	7277638	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0097151	11753426	11757097	0	0	0	0	0.04	0	0.74	0	0.01	Ha412HOChr04g0148221	7113760	7117426	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0097161	11757538	11767711	0.5	0.12	1.2	0.34	0.02	0.22	0.11	1.17	0.12	Ha412HOChr04g0148211	7105224	7113024	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0097171	11768134	11795034	1.72	1.22	2.51	1.35	0.02	2.27	0.26	1.95	1.3	Ha412HOChr04g0148201	7095931	7102730	Ha412HOChr04	HanXRQChr04
HanXRQChr04g0097251	12070796	12078119	2.78	3.63	5.12	2.29	0.46	2.55	2.03	6.14	1.59	Ha412HOChr11g0511991	133246774	133254093	Ha412HOChr11	HanXRQChr04
HanXRQChr04g0097261	12163417	12174932	0	0	0	0	0	0	0	0	0	Ha412HOChr11g0512011	133339654	133351160	Ha412HOChr11	HanXRQChr04
